rental_id,rental_date,inventory_id,rental_customer_id,return_date,rental_staff_id,rental_last_update,payment_customer_id,payment_staff_id,amount,payment_date,payment_last_update
7119,"2005-07-27 05:55:32",1732,102,"2005-07-29 03:19:32",1,"2006-02-15 21:30:53",102,2,0.99,"2005-07-27 05:55:32","2006-02-15 22:13:01"
7247,"2005-07-27 10:32:58",1445,102,"2005-07-29 05:00:58",2,"2006-02-15 21:30:53",102,2,0.99,"2005-07-27 10:32:58","2006-02-15 22:13:01"
7439,"2005-07-27 17:42:31",4091,102,"2005-08-05 16:34:31",1,"2006-02-15 21:30:53",102,2,6.99,"2005-07-27 17:42:31","2006-02-15 22:13:01"
8186,"2005-07-28 22:30:27",4255,102,"2005-07-31 21:08:27",1,"2006-02-15 21:30:53",102,1,0.99,"2005-07-28 22:30:27","2006-02-15 22:13:01"
8664,"2005-07-29 15:36:27",198,102,"2005-08-04 20:11:27",1,"2006-02-15 21:30:53",102,1,5.99,"2005-07-29 15:36:27","2006-02-15 22:13:01"
9151,"2005-07-30 10:50:53",3956,102,"2005-08-07 08:19:53",1,"2006-02-15 21:30:53",102,2,3.99,"2005-07-30 10:50:53","2006-02-15 22:13:01"
9192,"2005-07-30 12:26:26",2372,102,"2005-08-04 07:54:26",2,"2006-02-15 21:30:53",102,1,2.99,"2005-07-30 12:26:26","2006-02-15 22:13:01"
9295,"2005-07-30 16:18:39",494,102,"2005-08-03 12:46:39",1,"2006-02-15 21:30:53",102,2,0.99,"2005-07-30 16:18:39","2006-02-15 22:13:01"
9617,"2005-07-31 04:15:38",529,102,"2005-08-02 04:24:38",1,"2006-02-15 21:30:53",102,2,2.99,"2005-07-31 04:15:38","2006-02-15 22:13:01"
9780,"2005-07-31 10:10:22",3241,102,"2005-08-02 11:43:22",1,"2006-02-15 21:30:53",102,1,4.99,"2005-07-31 10:10:22","2006-02-15 22:13:01"
10841,"2005-08-01 23:39:21",4337,102,"2005-08-07 20:47:21",1,"2006-02-15 21:30:53",102,2,1.99,"2005-08-01 23:39:21","2006-02-15 22:13:01"
11099,"2005-08-02 08:07:12",1444,102,"2005-08-07 12:11:12",2,"2006-02-15 21:30:53",102,2,4.99,"2005-08-02 08:07:12","2006-02-15 22:13:01"
11183,"2005-08-02 11:00:32",833,102,"2005-08-04 08:59:32",2,"2006-02-15 21:30:53",102,1,4.99,"2005-08-02 11:00:32","2006-02-15 22:13:01"
12495,"2005-08-18 12:56:37",1225,102,"2005-08-22 06:58:37",1,"2006-02-15 21:30:53",102,2,4.99,"2005-08-18 12:56:37","2006-02-15 22:13:01"
13420,"2005-08-19 22:57:25",1796,102,"2005-08-28 22:46:25",1,"2006-02-15 21:30:53",102,1,9.99,"2005-08-19 22:57:25","2006-02-15 22:13:01"
15049,"2005-08-22 10:06:28",1573,102,"2005-08-26 15:12:28",1,"2006-02-15 21:30:53",102,1,1.99,"2005-08-22 10:06:28","2006-02-15 22:13:01"
16031,"2005-08-23 21:59:26",1843,102,"2005-08-29 20:15:26",1,"2006-02-15 21:30:53",102,2,3.99,"2005-08-23 21:59:26","2006-02-15 22:13:01"
240,"2005-05-26 12:40:23",3420,103,"2005-06-04 07:22:23",1,"2006-02-15 21:30:53",103,1,7.99,"2005-05-26 12:40:23","2006-02-15 22:13:01"
658,"2005-05-28 20:23:23",3226,103,"2005-06-06 19:31:23",2,"2006-02-15 21:30:53",103,1,9.99,"2005-05-28 20:23:23","2006-02-15 22:13:01"
1396,"2005-06-15 16:22:38",1007,103,"2005-06-17 15:53:38",2,"2006-02-15 21:30:53",103,2,4.99,"2005-06-15 16:22:38","2006-02-15 22:13:01"
2118,"2005-06-17 20:28:29",1261,103,"2005-06-23 22:47:29",1,"2006-02-15 21:30:53",103,1,0.99,"2005-06-17 20:28:29","2006-02-15 22:13:01"
2197,"2005-06-18 01:50:27",3350,103,"2005-06-19 01:31:27",2,"2006-02-15 21:30:53",103,1,0.99,"2005-06-18 01:50:27","2006-02-15 22:13:01"
2724,"2005-06-19 14:57:54",3879,103,"2005-06-22 16:31:54",2,"2006-02-15 21:30:53",103,1,0.99,"2005-06-19 14:57:54","2006-02-15 22:13:01"
3750,"2005-07-06 12:19:28",2422,103,"2005-07-14 13:16:28",2,"2006-02-15 21:30:53",103,2,6.99,"2005-07-06 12:19:28","2006-02-15 22:13:01"
3850,"2005-07-06 16:51:21",1700,103,"2005-07-12 13:58:21",1,"2006-02-15 21:30:53",103,1,4.99,"2005-07-06 16:51:21","2006-02-15 22:13:01"
4040,"2005-07-07 03:02:40",3046,103,"2005-07-16 06:05:40",2,"2006-02-15 21:30:53",103,2,6.99,"2005-07-07 03:02:40","2006-02-15 22:13:01"
4213,"2005-07-07 11:53:49",705,103,"2005-07-13 07:51:49",1,"2006-02-15 21:30:53",103,1,2.99,"2005-07-07 11:53:49","2006-02-15 22:13:01"
4357,"2005-07-07 19:24:39",3413,103,"2005-07-12 00:11:39",1,"2006-02-15 21:30:53",103,1,1.99,"2005-07-07 19:24:39","2006-02-15 22:13:01"
4872,"2005-07-08 19:23:16",1836,103,"2005-07-10 14:17:16",2,"2006-02-15 21:30:53",103,2,4.99,"2005-07-08 19:23:16","2006-02-15 22:13:01"
5163,"2005-07-09 09:00:28",1486,103,"2005-07-17 08:07:28",2,"2006-02-15 21:30:53",103,2,4.99,"2005-07-09 09:00:28","2006-02-15 22:13:01"
6525,"2005-07-12 04:17:15",1408,103,"2005-07-18 23:11:15",1,"2006-02-15 21:30:53",103,1,5.99,"2005-07-12 04:17:15","2006-02-15 22:13:01"
6697,"2005-07-12 12:44:57",210,103,"2005-07-19 13:02:57",1,"2006-02-15 21:30:53",103,2,6.99,"2005-07-12 12:44:57","2006-02-15 22:13:01"
6949,"2005-07-26 23:44:12",1594,103,"2005-07-30 05:39:12",2,"2006-02-15 21:30:53",103,2,2.99,"2005-07-26 23:44:12","2006-02-15 22:13:01"
7310,"2005-07-27 13:00:55",3711,103,"2005-07-28 17:54:55",1,"2006-02-15 21:30:53",103,1,0.99,"2005-07-27 13:00:55","2006-02-15 22:13:01"
7472,"2005-07-27 19:04:19",1535,103,"2005-08-03 00:08:19",2,"2006-02-15 21:30:53",103,2,6.99,"2005-07-27 19:04:19","2006-02-15 22:13:01"
8302,"2005-07-29 03:01:24",1314,103,"2005-07-30 01:08:24",2,"2006-02-15 21:30:53",103,1,0.99,"2005-07-29 03:01:24","2006-02-15 22:13:01"
8520,"2005-07-29 10:10:02",2440,103,"2005-08-02 05:25:02",2,"2006-02-15 21:30:53",103,1,4.99,"2005-07-29 10:10:02","2006-02-15 22:13:01"
9390,"2005-07-30 19:42:07",1794,103,"2005-08-01 23:17:07",1,"2006-02-15 21:30:53",103,2,4.99,"2005-07-30 19:42:07","2006-02-15 22:13:01"
12942,"2005-08-19 05:40:36",3938,103,"2005-08-27 02:04:36",1,"2006-02-15 21:30:53",103,2,7.99,"2005-08-19 05:40:36","2006-02-15 22:13:01"
13676,"2005-08-20 08:33:21",3170,103,"2005-08-25 02:51:21",1,"2006-02-15 21:30:53",103,1,0.99,"2005-08-20 08:33:21","2006-02-15 22:13:01"
14064,"2005-08-20 22:39:16",2938,103,"2005-08-22 00:45:16",2,"2006-02-15 21:30:53",103,2,2.99,"2005-08-20 22:39:16","2006-02-15 22:13:01"
14289,"2005-08-21 06:58:49",1185,103,"2005-08-25 11:29:49",2,"2006-02-15 21:30:53",103,2,4.99,"2005-08-21 06:58:49","2006-02-15 22:13:01"
15401,"2005-08-22 23:13:10",1721,103,"2005-09-01 03:44:10",1,"2006-02-15 21:30:53",103,2,8.99,"2005-08-22 23:13:10","2006-02-15 22:13:01"
15461,"2005-08-23 01:13:52",4542,103,"2005-08-30 00:44:52",1,"2006-02-15 21:30:53",103,1,5.99,"2005-08-23 01:13:52","2006-02-15 22:13:01"
15467,"2005-08-23 01:22:12",3658,103,"2005-08-29 23:42:12",2,"2006-02-15 21:30:53",103,1,3.99,"2005-08-23 01:22:12","2006-02-15 22:13:01"
15599,"2005-08-23 06:25:07",4560,103,"2005-08-29 00:48:07",1,"2006-02-15 21:30:53",103,1,5.99,"2005-08-23 06:25:07","2006-02-15 22:13:01"
15679,"2005-08-23 09:27:29",2945,103,"2005-08-28 09:14:29",1,"2006-02-15 21:30:53",103,2,0.99,"2005-08-23 09:27:29","2006-02-15 22:13:02"
16048,"2005-08-23 22:43:07",2019,103,"2005-08-31 21:33:07",1,"2006-02-15 21:30:53",103,2,8.99,"2005-08-23 22:43:07","2006-02-15 22:13:02"
163,"2005-05-26 02:26:23",2306,104,"2005-06-04 06:36:23",1,"2006-02-15 21:30:53",104,1,10.99,"2005-05-26 02:26:23","2006-02-15 22:13:02"
808,"2005-05-29 19:08:20",1928,104,"2005-06-06 20:32:20",2,"2006-02-15 21:30:53",104,2,3.99,"2005-05-29 19:08:20","2006-02-15 22:13:02"
1287,"2005-06-15 08:41:38",4204,104,"2005-06-22 14:02:38",1,"2006-02-15 21:30:53",104,2,3.99,"2005-06-15 08:41:38","2006-02-15 22:13:02"
2107,"2005-06-17 19:31:16",1270,104,"2005-06-18 23:33:16",1,"2006-02-15 21:30:53",104,1,0.99,"2005-06-17 19:31:16","2006-02-15 22:13:02"
2928,"2005-06-20 04:43:45",1265,104,"2005-06-21 06:58:45",2,"2006-02-15 21:30:53",104,2,0.99,"2005-06-20 04:43:45","2006-02-15 22:13:02"
3273,"2005-06-21 05:24:17",3538,104,"2005-06-23 01:21:17",2,"2006-02-15 21:30:53",104,2,2.99,"2005-06-21 05:24:17","2006-02-15 22:13:02"
4012,"2005-07-07 00:56:09",1400,104,"2005-07-10 21:49:09",1,"2006-02-15 21:30:53",104,2,4.99,"2005-07-07 00:56:09","2006-02-15 22:13:02"
4438,"2005-07-07 22:56:17",4371,104,"2005-07-16 17:28:17",1,"2006-02-15 21:30:53",104,2,6.99,"2005-07-07 22:56:17","2006-02-15 22:13:02"
4520,"2005-07-08 02:53:46",3505,104,"2005-07-08 22:27:46",2,"2006-02-15 21:30:53",104,2,4.99,"2005-07-08 02:53:46","2006-02-15 22:13:02"
4529,"2005-07-08 03:26:20",1361,104,"2005-07-16 05:04:20",1,"2006-02-15 21:30:53",104,1,7.99,"2005-07-08 03:26:20","2006-02-15 22:13:02"
4917,"2005-07-08 21:32:30",3231,104,"2005-07-09 15:34:30",1,"2006-02-15 21:30:53",104,1,2.99,"2005-07-08 21:32:30","2006-02-15 22:13:02"
5376,"2005-07-09 18:54:08",1730,104,"2005-07-17 22:01:08",1,"2006-02-15 21:30:53",104,1,1.99,"2005-07-09 18:54:08","2006-02-15 22:13:02"
7107,"2005-07-27 05:22:04",1883,104,"2005-08-02 06:38:04",1,"2006-02-15 21:30:53",104,2,2.99,"2005-07-27 05:22:04","2006-02-15 22:13:02"
8413,"2005-07-29 06:47:39",2762,104,"2005-08-02 09:15:39",2,"2006-02-15 21:30:53",104,1,1.99,"2005-07-29 06:47:39","2006-02-15 22:13:02"
9090,"2005-07-30 08:24:42",3426,104,"2005-08-08 06:17:42",2,"2006-02-15 21:30:53",104,1,3.99,"2005-07-30 08:24:42","2006-02-15 22:13:02"
9996,"2005-07-31 17:32:03",3271,104,"2005-08-06 16:17:03",2,"2006-02-15 21:30:53",104,2,5.99,"2005-07-31 17:32:03","2006-02-15 22:13:02"
11700,"2005-08-17 07:12:31",2365,104,"2005-08-18 04:21:31",2,"2006-02-15 21:30:53",104,1,2.99,"2005-08-17 07:12:31","2006-02-15 22:13:02"
12453,"2005-08-18 11:17:07",2487,104,"2005-08-25 12:34:07",1,"2006-02-15 21:30:53",104,1,3.99,"2005-08-18 11:17:07","2006-02-15 22:13:02"
13005,"2005-08-19 07:45:42",3417,104,"2005-08-20 12:45:42",2,"2006-02-15 21:30:53",104,1,0.99,"2005-08-19 07:45:42","2006-02-15 22:13:02"
13017,"2005-08-19 08:02:24",2160,104,"2005-08-26 07:32:24",1,"2006-02-15 21:30:53",104,1,1.99,"2005-08-19 08:02:24","2006-02-15 22:13:02"
13179,"2005-08-19 13:59:53",1624,104,"2005-08-25 12:10:53",1,"2006-02-15 21:30:53",104,1,4.99,"2005-08-19 13:59:53","2006-02-15 22:13:02"
13410,"2005-08-19 22:41:44",1421,104,"2005-08-26 18:05:44",2,"2006-02-15 21:30:53",104,1,3.99,"2005-08-19 22:41:44","2006-02-15 22:13:02"
14218,"2005-08-21 04:43:59",4087,104,"2005-08-27 10:29:59",1,"2006-02-15 21:30:53",104,1,3.99,"2005-08-21 04:43:59","2006-02-15 22:13:02"
15186,"2005-08-22 15:52:57",1323,104,"2005-08-24 21:12:57",1,"2006-02-15 21:30:53",104,2,0.99,"2005-08-22 15:52:57","2006-02-15 22:13:02"
327,"2005-05-27 01:18:57",2678,105,"2005-06-04 04:06:57",1,"2006-02-15 21:30:53",105,1,8.99,"2005-05-27 01:18:57","2006-02-15 22:13:02"
473,"2005-05-27 21:36:34",802,105,"2005-06-05 17:02:34",1,"2006-02-15 21:30:53",105,2,7.99,"2005-05-27 21:36:34","2006-02-15 22:13:02"
485,"2005-05-27 23:40:52",2392,105,"2005-05-28 22:40:52",2,"2006-02-15 21:30:53",105,1,2.99,"2005-05-27 23:40:52","2006-02-15 22:13:02"
779,"2005-05-29 14:17:17",533,105,"2005-06-06 16:46:17",1,"2006-02-15 21:30:53",105,1,6.99,"2005-05-29 14:17:17","2006-02-15 22:13:02"
1789,"2005-06-16 19:49:18",4264,105,"2005-06-23 17:07:18",2,"2006-02-15 21:30:53",105,2,3.99,"2005-06-16 19:49:18","2006-02-15 22:13:02"
1991,"2005-06-17 10:49:23",3963,105,"2005-06-25 10:48:23",1,"2006-02-15 21:30:53",105,2,3.99,"2005-06-17 10:49:23","2006-02-15 22:13:02"
2635,"2005-06-19 09:08:45",3332,105,"2005-06-26 09:20:45",1,"2006-02-15 21:30:53",105,2,3.99,"2005-06-19 09:08:45","2006-02-15 22:13:02"
5261,"2005-07-09 14:06:56",2899,105,"2005-07-11 14:21:56",2,"2006-02-15 21:30:53",105,2,4.99,"2005-07-09 14:06:56","2006-02-15 22:13:02"
5429,"2005-07-09 21:14:03",2467,105,"2005-07-18 01:33:03",1,"2006-02-15 21:30:53",105,1,4.99,"2005-07-09 21:14:03","2006-02-15 22:13:02"
5542,"2005-07-10 02:45:53",1713,105,"2005-07-15 23:23:53",2,"2006-02-15 21:30:53",105,2,2.99,"2005-07-10 02:45:53","2006-02-15 22:13:02"
5677,"2005-07-10 08:41:28",2647,105,"2005-07-12 09:05:28",2,"2006-02-15 21:30:53",105,2,4.99,"2005-07-10 08:41:28","2006-02-15 22:13:02"
6546,"2005-07-12 04:57:17",393,105,"2005-07-17 09:29:17",2,"2006-02-15 21:30:53",105,2,4.99,"2005-07-12 04:57:17","2006-02-15 22:13:02"
7442,"2005-07-27 17:47:00",2471,105,"2005-07-28 21:37:00",1,"2006-02-15 21:30:53",105,1,2.99,"2005-07-27 17:47:00","2006-02-15 22:13:02"
8980,"2005-07-30 04:22:15",3061,105,"2005-08-04 08:16:15",1,"2006-02-15 21:30:53",105,2,2.99,"2005-07-30 04:22:15","2006-02-15 22:13:02"
9124,"2005-07-30 09:43:12",4552,105,"2005-08-06 06:17:12",1,"2006-02-15 21:30:53",105,2,3.99,"2005-07-30 09:43:12","2006-02-15 22:13:02"
9198,"2005-07-30 12:37:08",2371,105,"2005-08-07 16:37:08",2,"2006-02-15 21:30:53",105,2,5.99,"2005-07-30 12:37:08","2006-02-15 22:13:02"
9210,"2005-07-30 12:56:44",101,105,"2005-08-08 09:41:44",2,"2006-02-15 21:30:53",105,2,9.99,"2005-07-30 12:56:44","2006-02-15 22:13:02"
10513,"2005-08-01 11:37:34",4057,105,"2005-08-02 17:15:34",2,"2006-02-15 21:30:53",105,1,4.99,"2005-08-01 11:37:34","2006-02-15 22:13:02"
12217,"2005-08-18 02:44:44",2556,105,"2005-08-24 03:27:44",1,"2006-02-15 21:30:53",105,1,0.99,"2005-08-18 02:44:44","2006-02-15 22:13:02"
12899,"2005-08-19 04:03:34",830,105,"2005-08-20 08:34:34",2,"2006-02-15 21:30:53",105,2,2.99,"2005-08-19 04:03:34","2006-02-15 22:13:02"
13057,"2005-08-19 09:40:05",876,105,"2005-08-28 13:22:05",2,"2006-02-15 21:30:53",105,1,6.99,"2005-08-19 09:40:05","2006-02-15 22:13:02"
13751,"2005-08-20 11:17:03",185,105,"2005-08-22 14:12:03",2,"2006-02-15 21:30:53",105,1,2.99,"2005-08-20 11:17:03","2006-02-15 22:13:02"
14048,"2005-08-20 22:03:18",3475,105,"2005-08-25 02:57:18",2,"2006-02-15 21:30:53",105,2,0.99,"2005-08-20 22:03:18","2006-02-15 22:13:02"
15624,"2005-08-23 07:24:27",396,105,"2005-08-29 12:36:27",2,"2006-02-15 21:30:53",105,2,4.99,"2005-08-23 07:24:27","2006-02-15 22:13:02"
15688,"2005-08-23 09:48:45",2851,105,"2005-08-30 10:28:45",2,"2006-02-15 21:30:53",105,2,4.99,"2005-08-23 09:48:45","2006-02-15 22:13:02"
15803,"2005-08-23 14:27:07",500,105,"2005-08-28 12:01:07",2,"2006-02-15 21:30:53",105,2,2.99,"2005-08-23 14:27:07","2006-02-15 22:13:02"
552,"2005-05-28 07:53:38",23,106,"2005-06-04 12:45:38",2,"2006-02-15 21:30:53",106,2,3.99,"2005-05-28 07:53:38","2006-02-15 22:13:03"
1156,"2005-05-31 22:37:34",460,106,"2005-06-01 23:02:34",2,"2006-02-15 21:30:53",106,2,0.99,"2005-05-31 22:37:34","2006-02-15 22:13:03"
2295,"2005-06-18 07:56:18",3250,106,"2005-06-21 07:10:18",1,"2006-02-15 21:30:53",106,1,4.99,"2005-06-18 07:56:18","2006-02-15 22:13:03"
3023,"2005-06-20 11:18:11",4304,106,"2005-06-21 12:43:11",1,"2006-02-15 21:30:53",106,1,4.99,"2005-06-20 11:18:11","2006-02-15 22:13:03"
4229,"2005-07-07 12:43:23",953,106,"2005-07-13 15:00:23",2,"2006-02-15 21:30:53",106,1,4.99,"2005-07-07 12:43:23","2006-02-15 22:13:03"
4277,"2005-07-07 14:52:12",1983,106,"2005-07-09 13:10:12",1,"2006-02-15 21:30:53",106,2,2.99,"2005-07-07 14:52:12","2006-02-15 22:13:03"
4665,"2005-07-08 10:04:24",575,106,"2005-07-14 15:13:24",1,"2006-02-15 21:30:53",106,1,3.99,"2005-07-08 10:04:24","2006-02-15 22:13:03"
5453,"2005-07-09 22:24:11",1780,106,"2005-07-19 04:08:11",1,"2006-02-15 21:30:53",106,2,3.99,"2005-07-09 22:24:11","2006-02-15 22:13:03"
6992,"2005-07-27 01:04:45",3411,106,"2005-07-28 02:34:45",2,"2006-02-15 21:30:53",106,2,0.99,"2005-07-27 01:04:45","2006-02-15 22:13:03"
7224,"2005-07-27 09:44:26",2701,106,"2005-08-05 12:46:26",2,"2006-02-15 21:30:53",106,1,3.99,"2005-07-27 09:44:26","2006-02-15 22:13:03"
7483,"2005-07-27 19:25:00",3678,106,"2005-07-29 21:19:00",2,"2006-02-15 21:30:53",106,1,4.99,"2005-07-27 19:25:00","2006-02-15 22:13:03"
8115,"2005-07-28 19:14:17",2080,106,"2005-08-03 14:58:17",2,"2006-02-15 21:30:53",106,1,4.99,"2005-07-28 19:14:17","2006-02-15 22:13:03"
9072,"2005-07-30 07:45:49",4536,106,"2005-08-04 10:00:49",1,"2006-02-15 21:30:53",106,2,2.99,"2005-07-30 07:45:49","2006-02-15 22:13:03"
9747,"2005-07-31 09:16:57",2455,106,"2005-08-08 06:47:57",2,"2006-02-15 21:30:53",106,2,7.99,"2005-07-31 09:16:57","2006-02-15 22:13:03"
10213,"2005-08-01 01:03:18",1462,106,"2005-08-09 20:07:18",1,"2006-02-15 21:30:53",106,2,8.99,"2005-08-01 01:03:18","2006-02-15 22:13:03"
10228,"2005-08-01 01:43:18",1742,106,"2005-08-06 22:10:18",2,"2006-02-15 21:30:53",106,1,2.99,"2005-08-01 01:43:18","2006-02-15 22:13:03"
10444,"2005-08-01 09:01:40",3242,106,"2005-08-09 11:31:40",1,"2006-02-15 21:30:53",106,1,8.99,"2005-08-01 09:01:40","2006-02-15 22:13:03"
11436,"2005-08-02 20:16:06",3834,106,"2005-08-05 20:40:06",2,"2006-02-15 21:30:53",106,2,0.99,"2005-08-02 20:16:06","2006-02-15 22:13:03"
12159,"2005-08-18 00:36:09",2243,106,"2005-08-27 06:31:09",1,"2006-02-15 21:30:53",106,1,7.99,"2005-08-18 00:36:09","2006-02-15 22:13:03"
12845,"2005-08-19 02:02:37",1698,106,"2005-08-22 01:08:37",1,"2006-02-15 21:30:53",106,1,2.99,"2005-08-19 02:02:37","2006-02-15 22:13:03"
14431,"2005-08-21 11:31:15",1572,106,"2005-08-26 11:22:15",2,"2006-02-15 21:30:53",106,2,2.99,"2005-08-21 11:31:15","2006-02-15 22:13:03"
14920,"2005-08-22 05:08:58",3357,106,"2005-08-23 02:51:58",1,"2006-02-15 21:30:53",106,1,0.99,"2005-08-22 05:08:58","2006-02-15 22:13:03"
15154,"2005-08-22 14:27:37",3395,106,"2005-08-29 20:04:37",2,"2006-02-15 21:30:53",106,1,6.99,"2005-08-22 14:27:37","2006-02-15 22:13:03"
170,"2005-05-26 03:11:12",3688,107,"2005-06-02 03:53:12",1,"2006-02-15 21:30:53",107,1,5.99,"2005-05-26 03:11:12","2006-02-15 22:13:03"
1026,"2005-05-31 03:45:26",632,107,"2005-06-06 22:30:26",2,"2006-02-15 21:30:53",107,1,5.99,"2005-05-31 03:45:26","2006-02-15 22:13:03"
1243,"2005-06-15 05:07:32",2629,107,"2005-06-21 08:17:32",2,"2006-02-15 21:30:53",107,2,2.99,"2005-06-15 05:07:32","2006-02-15 22:13:03"
2693,"2005-06-19 13:11:47",2570,107,"2005-06-27 11:17:47",1,"2006-02-15 21:30:53",107,2,6.99,"2005-06-19 13:11:47","2006-02-15 22:13:03"
2860,"2005-06-19 23:20:40",3045,107,"2005-06-21 04:59:40",1,"2006-02-15 21:30:53",107,2,4.99,"2005-06-19 23:20:40","2006-02-15 22:13:03"
2897,"2005-06-20 02:34:23",3464,107,"2005-06-25 05:29:23",1,"2006-02-15 21:30:53",107,2,3.99,"2005-06-20 02:34:23","2006-02-15 22:13:03"
3033,"2005-06-20 12:02:05",4422,107,"2005-06-26 15:58:05",1,"2006-02-15 21:30:53",107,1,3.99,"2005-06-20 12:02:05","2006-02-15 22:13:03"
3120,"2005-06-20 18:19:29",2530,107,"2005-06-23 23:40:29",1,"2006-02-15 21:30:53",107,2,0.99,"2005-06-20 18:19:29","2006-02-15 22:13:03"
3174,"2005-06-20 22:24:00",3331,107,"2005-06-22 21:22:00",2,"2006-02-15 21:30:53",107,2,0.99,"2005-06-20 22:24:00","2006-02-15 22:13:03"
3824,"2005-07-06 15:43:15",3107,107,"2005-07-13 16:05:15",2,"2006-02-15 21:30:53",107,2,6.99,"2005-07-06 15:43:15","2006-02-15 22:13:03"
5311,"2005-07-09 16:02:54",986,107,"2005-07-18 10:44:54",1,"2006-02-15 21:30:53",107,2,4.99,"2005-07-09 16:02:54","2006-02-15 22:13:03"
5575,"2005-07-10 03:55:50",2316,107,"2005-07-12 08:40:50",1,"2006-02-15 21:30:53",107,2,2.99,"2005-07-10 03:55:50","2006-02-15 22:13:03"
5798,"2005-07-10 14:45:09",331,107,"2005-07-16 13:43:09",1,"2006-02-15 21:30:53",107,2,3.99,"2005-07-10 14:45:09","2006-02-15 22:13:03"
6131,"2005-07-11 08:22:05",3313,107,"2005-07-14 07:40:05",1,"2006-02-15 21:30:53",107,2,2.99,"2005-07-11 08:22:05","2006-02-15 22:13:03"
6133,"2005-07-11 08:25:22",1992,107,"2005-07-13 13:17:22",1,"2006-02-15 21:30:53",107,2,0.99,"2005-07-11 08:25:22","2006-02-15 22:13:03"
6811,"2005-07-12 17:54:33",1572,107,"2005-07-20 17:39:33",1,"2006-02-15 21:30:53",107,1,5.99,"2005-07-12 17:54:33","2006-02-15 22:13:03"
6934,"2005-07-26 23:11:03",455,107,"2005-08-04 19:18:03",1,"2006-02-15 21:30:53",107,2,6.99,"2005-07-26 23:11:03","2006-02-15 22:13:03"
7447,"2005-07-27 18:02:08",1795,107,"2005-07-29 21:15:08",1,"2006-02-15 21:30:53",107,2,4.99,"2005-07-27 18:02:08","2006-02-15 22:13:03"
7600,"2005-07-27 23:41:18",3492,107,"2005-08-06 04:40:18",1,"2006-02-15 21:30:53",107,1,7.99,"2005-07-27 23:41:18","2006-02-15 22:13:03"
8162,"2005-07-28 21:11:46",4393,107,"2005-08-04 18:26:46",1,"2006-02-15 21:30:53",107,1,4.99,"2005-07-28 21:11:46","2006-02-15 22:13:03"
8704,"2005-07-29 17:13:45",2117,107,"2005-08-03 20:03:45",2,"2006-02-15 21:30:53",107,2,1.99,"2005-07-29 17:13:45","2006-02-15 22:13:03"
9155,"2005-07-30 11:00:00",3787,107,"2005-08-02 05:24:00",2,"2006-02-15 21:30:53",107,1,2.99,"2005-07-30 11:00:00","2006-02-15 22:13:03"
9351,"2005-07-30 18:28:30",2063,107,"2005-08-02 17:26:30",1,"2006-02-15 21:30:53",107,2,2.99,"2005-07-30 18:28:30","2006-02-15 22:13:03"
10226,"2005-08-01 01:40:04",3067,107,"2005-08-08 01:02:04",1,"2006-02-15 21:30:53",107,1,4.99,"2005-08-01 01:40:04","2006-02-15 22:13:03"
13361,"2005-08-19 21:07:22",4289,107,"2005-08-21 21:26:22",2,"2006-02-15 21:30:53",107,2,4.99,"2005-08-19 21:07:22","2006-02-15 22:13:03"
13510,"2005-08-20 02:18:30",691,107,"2005-08-27 01:33:30",1,"2006-02-15 21:30:53",107,1,6.99,"2005-08-20 02:18:30","2006-02-15 22:13:03"
14562,"2005-08-21 16:22:59",3501,107,"2005-08-22 21:15:59",1,"2006-02-15 21:30:53",107,1,4.99,"2005-08-21 16:22:59","2006-02-15 22:13:03"
15560,"2005-08-23 05:01:13",3616,107,"2005-09-01 05:02:13",1,"2006-02-15 21:30:53",107,1,3.99,"2005-08-23 05:01:13","2006-02-15 22:13:03"
13079,"2006-02-14 15:16:03",733,107,NULL,1,"2006-02-15 21:30:53",107,1,1.98,"2006-02-14 15:16:03","2006-02-15 22:13:03"
15497,"2006-02-14 15:16:03",363,107,NULL,1,"2006-02-15 21:30:53",107,1,0.00,"2006-02-14 15:16:03","2006-02-15 22:13:03"
105,"2005-05-25 17:54:12",794,108,"2005-05-30 12:03:12",2,"2006-02-15 21:30:53",108,1,4.99,"2005-05-25 17:54:12","2006-02-15 22:13:03"
1055,"2005-05-31 07:47:18",1639,108,"2005-06-03 01:57:18",1,"2006-02-15 21:30:53",108,2,0.99,"2005-05-31 07:47:18","2006-02-15 22:13:03"
1372,"2005-06-15 14:45:48",3740,108,"2005-06-17 18:02:48",2,"2006-02-15 21:30:53",108,2,4.99,"2005-06-15 14:45:48","2006-02-15 22:13:03"
1425,"2005-06-15 18:13:46",1308,108,"2005-06-18 22:50:46",2,"2006-02-15 21:30:53",108,1,2.99,"2005-06-15 18:13:46","2006-02-15 22:13:03"
2061,"2005-06-17 15:47:00",4575,108,"2005-06-24 16:36:00",2,"2006-02-15 21:30:53",108,1,8.99,"2005-06-17 15:47:00","2006-02-15 22:13:03"
2210,"2005-06-18 02:27:01",219,108,"2005-06-21 00:45:01",1,"2006-02-15 21:30:53",108,1,2.99,"2005-06-18 02:27:01","2006-02-15 22:13:04"
3116,"2005-06-20 18:04:55",276,108,"2005-06-21 12:12:55",2,"2006-02-15 21:30:53",108,2,4.99,"2005-06-20 18:04:55","2006-02-15 22:13:04"
